"Census","Survey","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Fruit","Category","Item","Metric","Domain","Total","Domain Category","Value","CV (%)","Use","Name","Code"
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"TUSCALOOSA","125","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","55.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"TUSCALOOSA","125","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","52.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"WALKER","127","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"WALKER","127","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"WALKER","127","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","55.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","UPPER PLAINS & PIEDMONT",30,"WALKER","127","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","52.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"COVINGTON","039","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"COVINGTON","039","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"COVINGTON","039","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"COVINGTON","039","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"GENEVA","061","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"GENEVA","061","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"GENEVA","061","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"GENEVA","061","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"HOUSTON","069","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","13.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"HOUSTON","069","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","15.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"HOUSTON","069","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","4","55.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"HOUSTON","069","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","4","52.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"RUSSELL","113","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"RUSSELL","113","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"RUSSELL","113","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALABAMA","01","WIREGRASS",60,"RUSSELL","113","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","4",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","21",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","24",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","KENAI PENINSULA",30,"KENAI PENINSULA",NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","6",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","11",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","12",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","MATANUSKA-SUSITNA-ANCHORAGE",20,"ANCHORAGE",NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","SOUTHEAST",40,"JUNEAU",NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","SOUTHEAST",40,"JUNEAU",NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","SOUTHEAST",40,"JUNEAU",NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","SOUTHEAST",40,"JUNEAU",NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","SOUTHWEST & WEST",50,"ALEUTIAN ISLANDS",NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,"ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,"ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","7",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,"ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,"OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","8",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,"OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","9",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ALASKA","02","TANANA VALLEY",10,"FAIRBANKS NORTH STAR",NA,"OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"MOHAVE","015","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,"63.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"MOHAVE","015","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,"61.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"MOHAVE","015","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3","52.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"MOHAVE","015","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3","35.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"NAVAJO","017","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","63.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"NAVAJO","017","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","61.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"NAVAJO","017","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"NAVAJO","017","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","7","52.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"NAVAJO","017","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","10","35.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"NAVAJO","017","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3","48.4",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"YAVAPAI","025","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"YAVAPAI","025","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,"61.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"YAVAPAI","025","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"YAVAPAI","025","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"YAVAPAI","025","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","4","35.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","NORTHERN",10,"YAVAPAI","025","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3","48.4",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"COCHISE","003","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"COCHISE","003","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"COCHISE","003","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"COCHISE","003","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","52.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"COCHISE","003","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","35.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"COCHISE","003","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","48.4",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"MARICOPA","013","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","63.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"MARICOPA","013","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"MARICOPA","013","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"MARICOPA","013","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3","52.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"MARICOPA","013","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","5","35.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"MARICOPA","013","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","48.4",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"SANTA CRUZ","023","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"SANTA CRUZ","023","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"SANTA CRUZ","023","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","52.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARIZONA","04","SOUTHERN",80,"SANTA CRUZ","023","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","35.0",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"FAULKNER","045","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"FAULKNER","045","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"FAULKNER","045","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,"88.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"FAULKNER","045","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"FAULKNER","045","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","4","61.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"FAULKNER","045","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3","64.9",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"PULASKI","119","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"PULASKI","119","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"PULASKI","119","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"PULASKI","119","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","4","60.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"PULASKI","119","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","4","61.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"PULASKI","119","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","64.9",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"SALINE","125","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"SALINE","125","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"SALINE","125","ACRES NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"SALINE","125","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3","60.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"SALINE","125","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3","61.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","CENTRAL",50,"SALINE","125","OPERATIONS WITH AREA NON-BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1","64.9",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","EAST CENTRAL",60,"LONOKE","085","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","12","75.8",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","EAST CENTRAL",60,"LONOKE","085","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","12","75.3",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","EAST CENTRAL",60,"LONOKE","085","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","7","60.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","EAST CENTRAL",60,"LONOKE","085","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","7","61.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"BAXTER","005","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"BAXTER","005","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"BAXTER","005","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","6","60.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"BAXTER","005","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","6","61.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"CLEBURNE","023","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"CLEBURNE","023","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"CLEBURNE","023","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"CLEBURNE","023","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","1",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"FULTON","049","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"FULTON","049","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"FULTON","049","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"FULTON","049","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","3",NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"MARION","089","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"MARION","089","ACRES GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"MARION","089","OPERATIONS WITH AREA BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","60.2",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"MARION","089","OPERATIONS WITH AREA GROWN",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED","2","61.7",NA,NA,NA
"CENSUS",NA,2022,"YEAR","COUNTY","ARKANSAS","05","NORTH CENTRAL",20,"SHARP","135","ACRES BEARING",NA,NA,NA,NA,"TOTAL","NOT SPECIFIED",NA,NA,NA,NA,NA
